Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-08 09:30:00-04:00,186.98599243164062,187.2899932861328,186.36000061035156,186.70370483398438,1985034,0.0,0.0
2024-04-08 09:31:00-04:00,186.6999969482422,187.12179565429688,186.58999633789062,187.039306640625,262485,0.0,0.0
2024-04-08 09:32:00-04:00,187.02000427246094,187.0399932861328,186.45010375976562,186.8699951171875,195374,0.0,0.0
2024-04-08 09:33:00-04:00,186.875,186.94000244140625,186.58709716796875,186.6199951171875,149517,0.0,0.0
2024-04-08 09:34:00-04:00,186.625,186.9199981689453,185.85000610351562,185.8800048828125,275070,0.0,0.0
2024-04-08 09:35:00-04:00,185.86500549316406,186.01609802246094,185.50999450683594,185.9199981689453,299479,0.0,0.0
2024-04-08 09:36:00-04:00,185.91000366210938,186.3249969482422,185.91000366210938,186.19500732421875,285255,0.0,0.0
2024-04-08 09:37:00-04:00,186.19000244140625,186.52349853515625,186.1199951171875,186.14999389648438,222137,0.0,0.0
2024-04-08 09:38:00-04:00,186.14999389648438,186.15750122070312,185.63009643554688,185.63009643554688,148933,0.0,0.0
2024-04-08 09:39:00-04:00,185.63999938964844,185.65499877929688,185.44200134277344,185.49969482421875,157227,0.0,0.0
2024-04-08 09:40:00-04:00,185.5,185.55999755859375,185.32899475097656,185.52000427246094,241127,0.0,0.0
2024-04-08 09:41:00-04:00,185.49000549316406,185.85000610351562,185.47000122070312,185.82000732421875,170061,0.0,0.0
2024-04-08 09:42:00-04:00,185.81500244140625,186.02999877929688,185.7449951171875,186.0131072998047,192734,0.0,0.0
2024-04-08 09:43:00-04:00,186.02980041503906,186.1199951171875,185.9600067138672,186.05999755859375,147544,0.0,0.0
2024-04-08 09:44:00-04:00,186.05999755859375,186.14999389648438,185.92999267578125,186.0,155280,0.0,0.0
2024-04-08 09:45:00-04:00,186.02000427246094,186.14999389648438,185.97999572753906,186.1300048828125,178667,0.0,0.0
2024-04-08 09:46:00-04:00,186.11000061035156,186.13999938964844,186.0,186.08999633789062,128649,0.0,0.0
2024-04-08 09:47:00-04:00,186.0800018310547,186.10000610351562,185.9149932861328,186.05999755859375,158624,0.0,0.0
2024-04-08 09:48:00-04:00,186.05499267578125,186.1199951171875,185.9774932861328,186.10000610351562,136270,0.0,0.0
2024-04-08 09:49:00-04:00,186.08999633789062,186.14999389648438,185.97500610351562,186.11500549316406,159510,0.0,0.0
2024-04-08 09:50:00-04:00,186.1199951171875,186.14999389648438,185.89999389648438,185.9199981689453,183803,0.0,0.0
2024-04-08 09:51:00-04:00,185.89999389648438,186.14999389648438,185.88380432128906,185.91000366210938,211488,0.0,0.0
2024-04-08 09:52:00-04:00,185.89549255371094,186.14999389648438,185.89549255371094,186.06199645996094,104655,0.0,0.0
2024-04-08 09:53:00-04:00,186.08799743652344,186.14999389648438,186.0399932861328,186.1300048828125,97476,0.0,0.0
2024-04-08 09:54:00-04:00,186.13999938964844,186.27000427246094,185.97999572753906,186.0467071533203,298785,0.0,0.0
2024-04-08 09:55:00-04:00,186.04269409179688,186.13999938964844,185.8000030517578,185.86000061035156,146441,0.0,0.0
2024-04-08 09:56:00-04:00,185.85000610351562,186.24000549316406,185.75999450683594,186.24000549316406,121379,0.0,0.0
2024-04-08 09:57:00-04:00,186.24000549316406,186.25,186.0146942138672,186.10000610351562,87835,0.0,0.0
2024-04-08 09:58:00-04:00,186.10279846191406,186.1199951171875,185.97000122070312,185.99180603027344,63035,0.0,0.0
2024-04-08 09:59:00-04:00,185.99000549316406,186.13999938964844,185.99000549316406,186.0399932861328,92015,0.0,0.0
2024-04-08 10:00:00-04:00,186.0399932861328,186.19000244140625,185.86000061035156,186.17999267578125,170055,0.0,0.0
2024-04-08 10:01:00-04:00,186.17999267578125,186.44000244140625,186.0399932861328,186.42999267578125,138720,0.0,0.0
2024-04-08 10:02:00-04:00,186.4199981689453,186.49000549316406,186.19679260253906,186.40499877929688,120802,0.0,0.0
2024-04-08 10:03:00-04:00,186.4001007080078,186.42999267578125,186.19000244140625,186.21310424804688,135011,0.0,0.0
2024-04-08 10:04:00-04:00,186.21499633789062,186.39999389648438,186.1999969482422,186.27000427246094,134622,0.0,0.0
2024-04-08 10:05:00-04:00,186.25999450683594,186.418701171875,186.1699981689453,186.36000061035156,169439,0.0,0.0
2024-04-08 10:06:00-04:00,186.36000061035156,186.60000610351562,186.1999969482422,186.27499389648438,161599,0.0,0.0
2024-04-08 10:07:00-04:00,186.27000427246094,186.3300018310547,186.0,186.0749969482422,153796,0.0,0.0
2024-04-08 10:08:00-04:00,186.0749969482422,186.41000366210938,186.05499267578125,186.38580322265625,120219,0.0,0.0
2024-04-08 10:09:00-04:00,186.3800048828125,186.41000366210938,186.32000732421875,186.4001007080078,66751,0.0,0.0
2024-04-08 10:10:00-04:00,186.40499877929688,186.42999267578125,186.26499938964844,186.27000427246094,91519,0.0,0.0
2024-04-08 10:11:00-04:00,186.2799072265625,186.4199981689453,186.27000427246094,186.3699951171875,93924,0.0,0.0
2024-04-08 10:12:00-04:00,186.3699951171875,186.3699951171875,186.12100219726562,186.13999938964844,91335,0.0,0.0
2024-04-08 10:13:00-04:00,186.125,186.1750030517578,186.02499389648438,186.10000610351562,113099,0.0,0.0
2024-04-08 10:14:00-04:00,186.08999633789062,186.22000122070312,186.0800018310547,186.1999969482422,42544,0.0,0.0
2024-04-08 10:15:00-04:00,186.19149780273438,186.22999572753906,186.02999877929688,186.0800018310547,60730,0.0,0.0
2024-04-08 10:16:00-04:00,186.10000610351562,186.10000610351562,185.9199981689453,185.9210968017578,99223,0.0,0.0
2024-04-08 10:17:00-04:00,185.9199981689453,186.13999938964844,185.89500427246094,186.08999633789062,103046,0.0,0.0
2024-04-08 10:18:00-04:00,186.0800018310547,186.35000610351562,186.0449981689453,186.07000732421875,105082,0.0,0.0
2024-04-08 10:19:00-04:00,186.06959533691406,186.16000366210938,185.98609924316406,186.14999389648438,56322,0.0,0.0
2024-04-08 10:20:00-04:00,186.15289306640625,186.29110717773438,186.10000610351562,186.28500366210938,78892,0.0,0.0
2024-04-08 10:21:00-04:00,186.28500366210938,186.28500366210938,186.14999389648438,186.17979431152344,65955,0.0,0.0
2024-04-08 10:22:00-04:00,186.18910217285156,186.44500732421875,186.17999267578125,186.375,88116,0.0,0.0
2024-04-08 10:23:00-04:00,186.3800048828125,186.5001983642578,186.3751983642578,186.47999572753906,142792,0.0,0.0
2024-04-08 10:24:00-04:00,186.52000427246094,186.61990356445312,186.47250366210938,186.5050048828125,147049,0.0,0.0
2024-04-08 10:25:00-04:00,186.52000427246094,186.52000427246094,186.32000732421875,186.3699951171875,88367,0.0,0.0
2024-04-08 10:26:00-04:00,186.3699951171875,186.50999450683594,186.3699951171875,186.49000549316406,51554,0.0,0.0
2024-04-08 10:27:00-04:00,186.50999450683594,186.6699981689453,186.39999389648438,186.64999389648438,133221,0.0,0.0
2024-04-08 10:28:00-04:00,186.64999389648438,186.66000366210938,186.51499938964844,186.52000427246094,77401,0.0,0.0
2024-04-08 10:29:00-04:00,186.52000427246094,186.60000610351562,186.4600067138672,186.51980590820312,107017,0.0,0.0
2024-04-08 10:30:00-04:00,186.52000427246094,186.61000061035156,186.5,186.61000061035156,97629,0.0,0.0
2024-04-08 10:31:00-04:00,186.61000061035156,186.73989868164062,186.60000610351562,186.7299041748047,108145,0.0,0.0
2024-04-08 10:32:00-04:00,186.72999572753906,186.85000610351562,186.6999969482422,186.7100067138672,155473,0.0,0.0
2024-04-08 10:33:00-04:00,186.72500610351562,186.82000732421875,186.60000610351562,186.73500061035156,89679,0.0,0.0
2024-04-08 10:34:00-04:00,186.72999572753906,186.75,186.63999938964844,186.69970703125,80171,0.0,0.0
2024-04-08 10:35:00-04:00,186.6999969482422,186.8249969482422,186.67999267578125,186.80999755859375,68097,0.0,0.0
2024-04-08 10:36:00-04:00,186.80499267578125,186.9149932861328,186.79150390625,186.8800048828125,93348,0.0,0.0
2024-04-08 10:37:00-04:00,186.8607940673828,186.90989685058594,186.8300018310547,186.86500549316406,50868,0.0,0.0
2024-04-08 10:38:00-04:00,186.86500549316406,186.90170288085938,186.77999877929688,186.7949981689453,56003,0.0,0.0
2024-04-08 10:39:00-04:00,186.7978973388672,186.80499267578125,186.64999389648438,186.6699981689453,71143,0.0,0.0
2024-04-08 10:40:00-04:00,186.6699981689453,186.7550048828125,186.65499877929688,186.7292022705078,61937,0.0,0.0
2024-04-08 10:41:00-04:00,186.72000122070312,186.73500061035156,186.59500122070312,186.69500732421875,44759,0.0,0.0
2024-04-08 10:42:00-04:00,186.69500732421875,186.72000122070312,186.55999755859375,186.57119750976562,48361,0.0,0.0
2024-04-08 10:43:00-04:00,186.56500244140625,186.6072998046875,186.55999755859375,186.5998992919922,51986,0.0,0.0
2024-04-08 10:44:00-04:00,186.5800018310547,186.6999969482422,186.57000732421875,186.67999267578125,51701,0.0,0.0
2024-04-08 10:45:00-04:00,186.7100067138672,186.75,186.6300048828125,186.63999938964844,51635,0.0,0.0
2024-04-08 10:46:00-04:00,186.64999389648438,186.64999389648438,186.57000732421875,186.6199951171875,46390,0.0,0.0
2024-04-08 10:47:00-04:00,186.625,186.67999267578125,186.55999755859375,186.67739868164062,38995,0.0,0.0
2024-04-08 10:48:00-04:00,186.6699981689453,186.6699981689453,186.5800018310547,186.61000061035156,33813,0.0,0.0
2024-04-08 10:49:00-04:00,186.618896484375,186.84500122070312,186.60000610351562,186.83999633789062,70096,0.0,0.0
2024-04-08 10:50:00-04:00,186.82640075683594,186.94400024414062,186.78370666503906,186.94400024414062,105468,0.0,0.0
2024-04-08 10:51:00-04:00,186.9416961669922,186.97000122070312,186.8800048828125,186.96499633789062,68997,0.0,0.0
2024-04-08 10:52:00-04:00,186.97000122070312,187.02000427246094,186.94000244140625,187.00750732421875,136956,0.0,0.0
2024-04-08 10:53:00-04:00,187.00399780273438,187.10000610351562,186.98129272460938,187.02999877929688,106351,0.0,0.0
2024-04-08 10:54:00-04:00,187.02499389648438,187.0657958984375,186.99000549316406,187.05059814453125,64342,0.0,0.0
2024-04-08 10:55:00-04:00,187.07000732421875,187.0800018310547,187.00999450683594,187.03500366210938,58853,0.0,0.0
2024-04-08 10:56:00-04:00,187.0323944091797,187.0500030517578,186.9611053466797,186.99000549316406,78178,0.0,0.0
2024-04-08 10:57:00-04:00,186.99000549316406,187.0449981689453,186.97500610351562,187.00999450683594,72783,0.0,0.0
2024-04-08 10:58:00-04:00,187.00469970703125,187.0800018310547,186.97059631347656,186.99000549316406,108749,0.0,0.0
2024-04-08 10:59:00-04:00,186.97999572753906,187.0800018310547,186.95010375976562,187.0426025390625,56103,0.0,0.0
2024-04-08 11:00:00-04:00,187.05999755859375,187.14500427246094,187.05499267578125,187.1300048828125,94375,0.0,0.0
2024-04-08 11:01:00-04:00,187.11500549316406,187.14999389648438,187.0050048828125,187.02499389648438,64244,0.0,0.0
2024-04-08 11:02:00-04:00,187.02999877929688,187.02999877929688,186.62010192871094,186.72999572753906,136319,0.0,0.0
2024-04-08 11:03:00-04:00,186.74000549316406,186.8699951171875,186.72000122070312,186.83770751953125,107158,0.0,0.0
2024-04-08 11:04:00-04:00,186.83999633789062,186.86749267578125,186.7100067138672,186.86749267578125,87994,0.0,0.0
2024-04-08 11:05:00-04:00,186.86399841308594,186.9600067138672,186.84500122070312,186.89999389648438,101208,0.0,0.0
2024-04-08 11:06:00-04:00,186.91000366210938,186.9499053955078,186.8000030517578,186.8000030517578,104014,0.0,0.0
2024-04-08 11:07:00-04:00,186.8000030517578,186.83999633789062,186.75990295410156,186.8350067138672,40920,0.0,0.0
2024-04-08 11:08:00-04:00,186.83999633789062,186.86000061035156,186.74000549316406,186.78500366210938,57208,0.0,0.0
2024-04-08 11:09:00-04:00,186.77000427246094,186.97000122070312,186.76210021972656,186.83999633789062,64997,0.0,0.0
2024-04-08 11:10:00-04:00,186.83999633789062,186.9600067138672,186.8300018310547,186.91000366210938,96122,0.0,0.0
2024-04-08 11:11:00-04:00,186.89999389648438,187.05499267578125,186.85189819335938,186.94140625,100119,0.0,0.0
2024-04-08 11:12:00-04:00,186.94000244140625,187.01499938964844,186.86000061035156,186.86000061035156,55892,0.0,0.0
2024-04-08 11:13:00-04:00,186.85000610351562,186.85000610351562,186.7949981689453,186.8000030517578,8166,0.0,0.0
2024-04-08 11:14:00-04:00,186.77999877929688,186.85499572753906,186.74000549316406,186.7899932861328,79230,0.0,0.0
2024-04-08 11:15:00-04:00,186.77000427246094,186.8199005126953,186.67999267578125,186.70970153808594,71445,0.0,0.0
2024-04-08 11:16:00-04:00,186.6999969482422,186.74989318847656,186.6800994873047,186.7050018310547,43231,0.0,0.0
2024-04-08 11:17:00-04:00,186.7100067138672,186.75999450683594,186.6300048828125,186.6999969482422,48147,0.0,0.0
2024-04-08 11:18:00-04:00,186.69500732421875,186.7949981689453,186.6699981689453,186.7801055908203,42500,0.0,0.0
2024-04-08 11:19:00-04:00,186.78500366210938,186.78500366210938,186.64999389648438,186.74609375,48076,0.0,0.0
2024-04-08 11:20:00-04:00,186.74000549316406,186.75999450683594,186.66000366210938,186.66990661621094,33851,0.0,0.0
2024-04-08 11:21:00-04:00,186.66000366210938,186.6699981689453,186.5399932861328,186.59500122070312,50347,0.0,0.0
2024-04-08 11:22:00-04:00,186.59500122070312,186.72999572753906,186.5800018310547,186.69979858398438,40597,0.0,0.0
2024-04-08 11:23:00-04:00,186.6999969482422,186.7100067138672,186.6199951171875,186.68499755859375,58535,0.0,0.0
2024-04-08 11:24:00-04:00,186.68499755859375,186.77999877929688,186.6699981689453,186.72120666503906,62377,0.0,0.0
2024-04-08 11:25:00-04:00,186.7050018310547,186.7550048828125,186.6300048828125,186.6300048828125,47568,0.0,0.0
2024-04-08 11:26:00-04:00,186.625,186.6300048828125,186.57000732421875,186.57989501953125,60910,0.0,0.0
2024-04-08 11:27:00-04:00,186.56500244140625,186.5800018310547,186.44000244140625,186.44000244140625,106174,0.0,0.0
2024-04-08 11:28:00-04:00,186.44000244140625,186.5050048828125,186.42999267578125,186.46499633789062,47753,0.0,0.0
2024-04-08 11:29:00-04:00,186.4600067138672,186.5749969482422,186.4600067138672,186.5050048828125,50224,0.0,0.0
2024-04-08 11:30:00-04:00,186.49000549316406,186.49000549316406,186.3350067138672,186.45880126953125,85863,0.0,0.0
2024-04-08 11:31:00-04:00,186.4499969482422,186.47999572753906,186.39999389648438,186.47500610351562,64792,0.0,0.0
2024-04-08 11:32:00-04:00,186.47999572753906,186.5,186.36500549316406,186.36500549316406,39648,0.0,0.0
2024-04-08 11:33:00-04:00,186.38619995117188,186.4499969482422,186.3699951171875,186.3769989013672,54320,0.0,0.0
2024-04-08 11:34:00-04:00,186.38819885253906,186.4499969482422,186.36500549316406,186.40499877929688,62078,0.0,0.0
2024-04-08 11:35:00-04:00,186.38999938964844,186.39999389648438,186.2100067138672,186.25289916992188,85693,0.0,0.0
2024-04-08 11:36:00-04:00,186.25,186.25,186.02999877929688,186.1300048828125,106991,0.0,0.0
2024-04-08 11:37:00-04:00,186.14500427246094,186.16000366210938,186.00999450683594,186.16000366210938,59182,0.0,0.0
2024-04-08 11:38:00-04:00,186.17999267578125,186.2050018310547,186.0749969482422,186.10499572753906,46229,0.0,0.0
2024-04-08 11:39:00-04:00,186.09500122070312,186.3800048828125,186.09500122070312,186.35159301757812,123897,0.0,0.0
